GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
f1766538-f258-498f-ba5d-f567aaef86b2	chr1	61735	233646306	3	2	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr1	233646408	248930189	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr2	12784	237651466	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr2	237652440	242147305	4	3	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	18667	60414115	5	3	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	60414734	60624851	2	1	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	60625583	107825817	5	3	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	107828407	108162186	0	0	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	108166407	125184813	5	3	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	125185024	125592463	0	0	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr3	125597023	198169247	5	3	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr4	12281	46310139	3	3	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr4	46313797	47172393	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr4	47173006	47787169	9	5	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr4	47788382	167599641	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr4	167601405	169131122	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr4	169134014	190106768	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr5	15532	66866216	5	4	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr5	66866569	80921902	4	4	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr5	80921943	181363319	5	4	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr6	149661	26542666	3	2	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr6	26546580	27699793	1	1	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr6	27699814	161849270	3	2	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr6	161849949	163066448	0	0	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr6	163066653	170741917	3	2	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr7	43259	130488952	10	5	5
f1766538-f258-498f-ba5d-f567aaef86b2	chr7	130497061	159334314	8	4	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr8	81254	37844412	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr8	37846796	39556324	11	7	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr8	39557002	40738905	19	15	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr8	40753635	46028400	12	8	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr8	46028855	145072769	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr9	46587	19521504	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr9	19525709	22807219	2	2	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr9	22809451	36999103	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr9	36999195	42995504	3	3	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr9	60840363	104333393	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr9	104338585	138200944	5	3	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr10	26823	133769379	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr11	198572	135074876	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr12	51460	74777404	8	4	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr12	74777564	74797434	6	5	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr12	74797450	97137687	2	2	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr12	97140562	120012181	8	4	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr12	120012397	133201603	5	4	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr13	18452809	114342922	3	2	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr14	18225647	106877229	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr15	19811075	101928837	3	2	1
f1766538-f258-498f-ba5d-f567aaef86b2	chr16	10777	6538851	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr16	6540118	6728870	1	1	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr16	6730082	78694474	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr16	78694787	78813638	2	2	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr16	78819224	90221127	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr17	150733	20352752	3	3	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr17	20352845	41322128	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr17	41322896	51383929	7	4	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr17	51387136	74244549	4	4	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr17	74244843	83090856	7	4	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr18	48133	39417985	7	4	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr18	39418086	39525222	2	2	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr18	39527876	49832262	7	4	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr18	49832381	76533640	3	3	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr18	76539197	80257174	6	3	3
f1766538-f258-498f-ba5d-f567aaef86b2	chr19	90910	58586487	5	3	2
f1766538-f258-498f-ba5d-f567aaef86b2	chr20	80664	64324800	8	4	4
f1766538-f258-498f-ba5d-f567aaef86b2	chr21	10336543	46677045	3	3	0
f1766538-f258-498f-ba5d-f567aaef86b2	chr22	15294545	50796027	4	2	2
f1766538-f258-498f-ba5d-f567aaef86b2	chrX	251810	2771493	1	1	0
f1766538-f258-498f-ba5d-f567aaef86b2	chrX	2771534	49956070	2	2	0
f1766538-f258-498f-ba5d-f567aaef86b2	chrX	49956939	58454123	5	5	0
f1766538-f258-498f-ba5d-f567aaef86b2	chrX	58469511	70424161	2	2	0
f1766538-f258-498f-ba5d-f567aaef86b2	chrX	70446472	70456894	4	4	0
f1766538-f258-498f-ba5d-f567aaef86b2	chrX	70459357	156004181	5	5	0
