GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	62920	7862249	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	7862949	8859635	1	1	0
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	8865053	22898657	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	22898829	22944939	3	3	0
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	22945011	30305467	2	2	0
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	30308621	43082727	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	43082748	43136650	5	3	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	43138044	72303233	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	72303253	72345465	34	34	0
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	72346221	196873141	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	196874041	196875205	7	4	3
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	196875463	214794358	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	214795098	214802860	8	4	4
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr1	214803150	248930189	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	12784	20051997	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	20052509	20181894	5	3	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	20182069	36620459	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	36620489	36634499	7	4	3
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	36635674	42900539	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	42900676	42911154	2	1	1
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	42912044	53200849	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	53200911	53213641	7	4	3
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	53215982	146104517	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	146106836	146109366	0	0	0
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	146120238	179451380	4	2	2
6699ce92-3c1c-4d2b-9106-5f71ad55b73d	chr2	179453301	179804807	3	2	1
